執行日期,科目名稱,摘要,受款單位, 金額 
111/11/14,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,臺東縣政府,"7,144"
111/11/15,國民及學前教育行政及督導,110學年度輔導教師人力運用計畫兼任輔導教師減授課鐘點費,澎湖縣政府,"1,353"
111/11/15,國民及學前教育行政及督導,111學年度新住民語文開課經費,新竹市政府,"905,584"
111/11/15,國民及學前教育行政及督導,111學年度新住民語文開課經費,彰化縣政府,"1,757,023"
111/11/15,國民及學前教育行政及督導,111年度學前教育階段各類特殊教育班導師費差額及教學輔導費第2期款,基隆市政府,"166,420"
111/11/15,國民及學前教育行政及督導,111年度學前教育階段各類特殊教育班導師費差額及教學輔導費第2期款,連江縣政府,"6,840"
111/11/15,國民及學前教育行政及督導,111年度學前教育階段各類特殊教育班導師費差額及教學輔導費第2期款,金門縣政府,"60,440"
111/11/15,國民及學前教育行政及督導,111學年度補助縣市政府辦理雙重特殊需求學生發掘與輔導方案經費,新竹市政府,"51,600"
111/11/15,國民及學前教育行政及督導,111學年度補助縣市政府辦理雙重特殊需求學生發掘與輔導方案經費,花蓮縣政府,"88,369"
111/11/15,國民及學前教育行政及督導,111學年度補助縣市政府辦理雙重特殊需求學生發掘與輔導方案經費,嘉義市政府,"110,973"
111/11/15,國民及學前教育行政及督導,111年度專案補助各縣市汰舊換新身心障礙學生交通車經費,雲林縣政府,"933,239"
111/11/15,國民及學前教育行政及督導,111年度專案補助各縣市汰舊換新身心障礙學生交通車經費,雲林縣政府,"399,959"
111/11/15,國民及學前教育行政及督導,111學年度補助縣市政府辦理雙重特殊需求學生發掘與輔導方案經費,苗栗縣政府,"94,620"
111/11/15,國民及學前教育行政及督導,111學年度補助縣市政府辦理雙重特殊需求學生發掘與輔導方案經費,基隆市政府,"60,432"
111/11/15,國民及學前教育行政及督導,111學年度補助縣市政府辦理雙重特殊需求學生發掘與輔導方案經費,宜蘭縣政府,"72,088"
111/11/15,國民及學前教育行政及督導,111學年度補助縣市政府辦理雙重特殊需求學生發掘與輔導方案經費,新竹縣政府,"128,226"
111/11/15,國民及學前教育行政及督導,109年度改善無障礙校園環境計畫經費,南投縣政府,"632,594"
111/11/15,國民及學前教育行政及督導,109年度第三梯次公立國民中小學老舊廁所整修工程計畫(第一批)工程經費,苗栗縣政府,"1,170,082"
111/11/15,國民及學前教育行政及督導,關山國中108年度改善偏遠地區國民中小學宿舍計畫(第二次)興建工程第2期款,臺東縣政府,"9,116,066"
111/11/15,國民及學前教育行政及督導,海端國小109年度改善偏遠地區公立國民中小學宿舍計畫興建工程第2期款,臺東縣政府,"6,999,710"
111/11/15,國民及學前教育行政及督導,港西國小110年度充實設施設備-校園環境改善工程經費,屏東縣政府,"959,840"
111/11/15,國民及學前教育行政及督導,東興國小110年度充實設施設備-校園生態池改善工程經費,屏東縣政府,"2,160,000"
111/11/15,國民及學前教育行政及督導,新生國中110年度充實設施設備-書香樓整修工程第2期款,臺東縣政府,"2,744,000"
111/11/15,國民及學前教育行政及督導,商借光武國中教師蔡沛晴所需聘任代理代課教師經費,新竹市政府,"899,854"
111/11/16,國民及學前教育行政及督導,111年度學前教育階段各類特殊教育班導師費差額及教學輔導費,宜蘭縣政府,"161,100"
111/11/16,國民及學前教育行政及督導,111上半年暨111學年度原教中心經費(第2期),金門縣政府,"308,740"
111/11/16,國民及學前教育行政及督導,111學年度補助高中以下學校原住民族社團經費,宜蘭縣政府,"369,600"
111/11/16,國民及學前教育行政及督導,新設職場互助教保服務中心建築物裝修及購置教學設備經費,臺東縣警察局,"325,059"
111/11/16,國民及學前教育行政及督導,新設職場互助教保服務中心建築物裝修及購置教學設備經費,臺東縣警察局,"354,600"
111/11/16,國民及學前教育行政及督導,111學年度新住民語文開課經費,嘉義市政府,"255,914"
111/11/16,國民及學前教育行政及督導,111學年度新住民語文開課經費,南投縣政府,"472,085"
111/11/16,國民及學前教育行政及督導,111學年度新住民語文開課經費,嘉義縣政府,"418,677"
111/11/16,國民及學前教育行政及督導,111學年度新住民語文開課經費,苗栗縣政府,"598,985"
111/11/16,國民及學前教育行政及督導,111學年度新住民語文開課經費,雲林縣政府,"655,029"
111/11/16,國民及學前教育行政及督導,111學年度新住民語文開課經費,基隆市政府,"959,849"
111/11/16,國民及學前教育行政及督導,111學年度新住民語文開課經費,金門縣政府,"148,685"
111/11/16,國民及學前教育行政及督導,111學年度新住民語文開課經費,宜蘭縣政府,"1,328,028"
111/11/16,國民及學前教育行政及督導,111年度實施新住民子女華語文學習扶助課程,新竹縣政府,"24,441"
111/11/16,國民及學前教育行政及督導,111年度實施新住民子女華語文學習扶助課程,苗栗縣政府,"19,872"
111/11/17,國民及學前教育行政及督導,竹東非營利幼兒園建築物裝修環境改善及購置教學設備第1期款,新竹縣政府,"340,200"
111/11/17,國民及學前教育行政及督導,宜蘭市立幼兒園東園分班耐震補強工程第1、2期款,宜蘭縣政府,"1,092,636"
111/11/17,國民及學前教育行政及督導,111學年度中央課程與教學輔導諮詢教師團隊代理代課費暨課程與教學補助第1期款,新竹市政府,"1,268,130"
111/11/17,國民及學前教育行政及督導,111學年度中央課程與教學輔導諮詢教師團隊代理代課費暨課程與教學補助第1期款,新竹市政府,"274,390"
111/11/17,國民及學前教育行政及督導,112年南半球地區海外青年英語服務營教育訓練計畫及營隊活動,苗栗縣政府,"310,500"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,嘉義縣政府,"676,522"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,花蓮縣政府,"406,509"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,澎湖縣政府,"288,753"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,彰化縣政府,"1,335,492"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,基隆市政府,"411,628"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,南投縣政府,"809,790"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,嘉義市政府,"224,410"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,雲林縣政府,"1,155,178"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,新竹市政府,"471,264"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,苗栗縣政府,"1,059,509"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,連江縣政府,"52,194"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,屏東縣政府,"1,369,440"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,臺東縣政府,"459,397"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,金門縣政府,"119,664"
111/11/17,國民及學前教育行政及督導,111年度補助各地方政府置專業輔導人員經費,嘉義縣政府,"222,487"
111/11/17,國民及學前教育行政及督導,大埔美及義竹鄉農會非營利幼兒園110學年度績效獎金經費,嘉義縣政府,"288,000"
111/11/17,國民及學前教育行政及督導,非營利幼兒園110學年度學費差額補助追加款,雲林縣政府,"44,704"
111/11/17,國民及學前教育行政及督導,111學年度辦理安全教育議題融入教保活動課程計畫經費,雲林縣政府,"68,497"
111/11/17,國民及學前教育行政及督導,111學年度辦理安全教育議題融入教保活動課程計畫經費,基隆市政府,"78,640"
111/11/17,國民及學前教育行政及督導,111學年度公立幼兒園配合幼兒教育及照顧法改制人事第1期款,彰化縣政府,"18,732,000"
111/11/17,國民及學前教育行政及督導,111學年度公立幼兒園配合幼兒教育及照顧法改制人事第1期款,花蓮縣政府,"5,196,000"
111/11/17,國民及學前教育行政及督導,111年度寒假期間及111學年度第1學期公立幼兒園辦理延長照顧服務經費,連江縣政府,"35,368"
111/11/17,國民及學前教育行政及督導,111年度寒假期間及111學年度第1學期公立幼兒園辦理延長照顧服務經費,連江縣政府,"27,429"
111/11/17,國民及學前教育行政及督導,111年度暑假期間公立幼兒園辦理延長照顧服務經費,屏東縣政府,"1,649,253"
111/11/17,國民及學前教育行政及督導,111年度暑假期間公立幼兒園辦理延長照顧服務經費,新竹縣政府,"270,963"
111/11/17,國民及學前教育行政及督導,水尾國小附設幼兒園等2校公共化幼兒園遊戲場改善經費,南投縣政府,"1,020,000"
111/11/17,國民及學前教育行政及督導,111年度塭港國小附設幼兒園增班第1、2期款,嘉義縣政府,"85,885"
111/11/17,國民及學前教育行政及督導,111年度塭港國小附設幼兒園增班第1、2期款,嘉義縣政府,"1,414,115"
111/11/17,國民及學前教育行政及督導,111年度頂六國小附設幼兒園充實及改善教學環境設施設備第2期款,嘉義縣政府,"75,600"
111/11/17,國民及學前教育行政及督導,111年度頂六國小附設幼兒園充實及改善教學環境設施設備第2期款,嘉義縣政府,"2,016,000"
111/11/17,國民及學前教育行政及督導,111年度公館國小附設幼兒園等6園充實及改善教學環境設施設備第2期款,苗栗縣政府,"737,450"
111/11/17,國民及學前教育行政及督導,111年度公館國小附設幼兒園等6園充實及改善教學環境設施設備第2期款,苗栗縣政府,"2,800,900"
111/11/17,國民及學前教育行政及督導,111年度石光國小附設幼兒園充實及改善教學環境設施設備經費,新竹縣政府,"37,500"
111/11/17,國民及學前教育行政及督導,111年度石光國小附設幼兒園充實及改善教學環境設施設備經費,新竹縣政府,"646,500"
111/11/17,國民及學前教育行政及督導,110年度新埔國小附設幼兒園充實及改善教學環境設施設備經費,新竹縣政府,"680,444"
111/11/17,國民及學前教育行政及督導,111年度爽文國小附設幼兒園充實及改善教學環境設施設備經費,南投縣政府,"162,690"
111/11/17,國民及學前教育行政及督導,111年度爽文國小附設幼兒園充實及改善教學環境設施設備經費,南投縣政府,"997,020"
111/11/17,國民及學前教育行政及督導,111年度虎山國小附設幼兒園充實及改善教學環境設施設備經費,南投縣政府,"75,820"
111/11/17,國民及學前教育行政及督導,111年度虎山國小附設幼兒園充實及改善教學環境設施設備經費,南投縣政府,"427,550"
111/11/17,國民及學前教育行政及督導,111年度信義鄉幼兒園充實及改善教學環境設施設備經費,南投縣政府,"756,900"
111/11/17,國民及學前教育行政及督導,111年度草屯鎮幼兒園充實及改善教學環境設施設備經費,南投縣政府,"1,704,250"
111/11/17,國民及學前教育行政及督導,111年度推動學前教保、少子女化對策計畫及辦理符合補助要件幼兒園稽核相關業務增置人力經費第2期款,澎湖縣政府,"292,500"
111/11/17,國民及學前教育行政及督導,110學年度偏遠地區國民中小學圖書館(室)藏書量第2期款,屏東縣政府,"397,998"
111/11/17,國民及學前教育行政及督導,鹿港國小110年度充實設施設備-操場周邊地坪整建工程經費,彰化縣政府,"2,390,445"
111/11/17,國民及學前教育行政及督導,北斗國中110年度充實設施設備-校園圍牆整建工程經費,彰化縣政府,"2,787,534"
111/11/17,國民及學前教育行政及督導,111學年度實施十二年國民基本教育課程預估新增鐘點費,新竹市政府,"756,807"
111/11/17,國民及學前教育行政及督導,111學年度高中優質化輔助方案,嘉義縣政府,"774,200"
111/11/17,國民及學前教育行政及督導,111學年度高中優質化輔助方案,嘉義縣政府,"1,218,700"
111/11/18,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),南投縣政府,"1,028,967"
111/11/18,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),南投縣政府,"9,574,400"
111/11/18,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),雲林縣政府,"1,149,773"
111/11/18,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),雲林縣政府,"10,841,600"
111/11/18,國民及學前教育行政及督導,111年度學前教育階段各類特殊教育班導師費差額及教學輔導費(第2期),新竹縣政府,"185,160"
111/11/18,國民及學前教育行政及督導,111年度改善無障礙校園環境計畫經費,雲林縣政府,"250,489"
111/11/18,國民及學前教育行政及督導,111年度改善無障礙校園環境計畫經費,嘉義市政府,"2,880,851"
111/11/18,國民及學前教育行政及督導,111年度改善無障礙校園環境計畫經費,新竹市政府,"516,456"
111/11/18,國民及學前教育行政及督導,111年度改善無障礙校園環境計畫經費,新竹縣政府,"160,000"
111/11/18,國民及學前教育行政及督導,111學年度本署補助高級中等以下學校成立本土文化社團實施計畫經費,新竹縣政府,"490,177"
111/11/18,國民及學前教育行政及督導,111學年度補助縣市政府辦理雙重特殊需求學生發掘與輔導方案經費,金門縣政府,"56,029"
111/11/18,國民及學前教育行政及督導,111年度補助縣市汰舊換新身心障礙學生交通車經費,苗栗縣政府,"943,725"
111/11/18,國民及學前教育行政及督導,111學年度補助直轄市.縣(市)政府新住民語文開課經費核定表,臺東縣政府,"614,520"
111/11/18,國民及學前教育行政及督導,111學年度補助直轄市.縣(市)政府新住民語文開課經費核定表,新竹縣政府,"1,013,421"
111/11/18,國民及學前教育行政及督導,111年度實施新住民子女華語文學習扶助課程經費,新竹市政府,"22,725"
111/11/18,國民及學前教育行政及督導,111學年度泰雅學堂音樂人才培育計畫經費,新竹縣政府,"313,400"
111/11/18,國民及學前教育行政及督導,111上半年暨111學年度原住民族教育資源中心經費(第2期),嘉義市政府,"620,920"
111/11/18,國民及學前教育行政及督導,111上半年暨111學年度原住民族教育資源中心經費(第2期),嘉義縣政府,"680,400"
111/11/18,國民及學前教育行政及督導,職場互助教保服務中心111學年度業務費第1期款,新竹市政府,"54,000"
111/11/18,國民及學前教育行政及督導,111年度夢的N次方計畫專案全時服務教師案(代課鐘點費),南投縣政府,"7,200"
111/11/18,國民及學前教育行政及督導,蘭潭國中110年度充實設施設備-活動中心磁磚敲除整修安全改善工程第2期款,嘉義市政府,"4,070,442"
111/11/18,國民及學前教育行政及督導,111年度離島地區改善國民中小學教育設施計畫第1期款,金門縣政府,"14,427,697"
111/11/18,國民及學前教育行政及督導,111年0918地震國民中小學校園災害搶險搶修第2期款,臺東縣政府,"1,800,000"
111/11/18,國民及學前教育行政及督導,111年0918地震國民中小學校園災害搶險搶修第2期款,臺東縣政府,"900,000"
111/11/18,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第1期追加款,金門縣政府,"15,651"
111/11/18,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第1期追加款,彰化縣政府,"236,164"
111/11/18,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第1期追加款,澎湖縣政府,"48,229"
111/11/18,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第1期追加款,嘉義縣政府,"46,483"
111/11/18,國民及學前教育行政及督導,華龍國小110年度充實設施設備-教學行政樓A棟外牆防水整修工程經費,彰化縣政府,"2,303,676"
111/11/21,國民及學前教育行政及督導,辦理111學年度輔導教師人力運用計畫經費(第1期),基隆市政府,"316,800"
111/11/21,國民及學前教育行政及督導,辦理111學年度輔導教師人力運用計畫經費(第1期),基隆市政府,"6,336,000"
111/11/21,國民及學前教育行政及督導,辦理111學年度輔導教師人力運用計畫經費(第1期),新竹市政府,"645,619"
111/11/21,國民及學前教育行政及督導,辦理111學年度輔導教師人力運用計畫經費(第1期),新竹市政府,"8,806,400"
111/11/21,國民及學前教育行政及督導,辦理111學年度輔導教師人力運用計畫經費(第1期),嘉義市政府,"230,343"
111/11/21,國民及學前教育行政及督導,辦理111學年度輔導教師人力運用計畫經費(第1期),嘉義市政府,"4,816,000"
111/11/21,國民及學前教育行政及督導,111年度改善無障礙校園環境計畫經費,花蓮縣政府,"2,743,182"
111/11/21,國民及學前教育行政及督導,111學年度偏遠地區學校及非山非市學校整合性計畫第1期款,苗栗縣政府,"1,200,000"
111/11/21,國民及學前教育行政及督導,111學年度離島地區接受國民義務教育學生書籍費第1期款,金門縣政府,"5,304,804"
111/11/21,國民及學前教育行政及督導,111年度公立國民中小學校舍防水隔熱工程計畫(第二梯次配合太陽能光電學校)工程第2期款,新竹縣政府,"4,973,304"
111/11/21,國民及學前教育行政及督導,111學年度教育優先區計畫經費,新竹縣政府,"386,522"
111/11/21,國民及學前教育行政及督導,111學年度教育優先區計畫經費,彰化縣政府,"1,846,604"
111/11/21,國民及學前教育行政及督導,111學年度教育優先區計畫經費,彰化縣政府,"23,903"
111/11/21,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第1期追加款,花蓮縣政府,"121,429"
111/11/21,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第1期追加款,雲林縣政府,"97,397"
111/11/21,國民及學前教育行政及督導,職場互助教保服務中心111學年度業務費第1期款,雲林縣政府,"17,172"
111/11/21,國民及學前教育行政及督導,信德國小110年度充實設施設備-校園危險教學環境整建工程經費,苗栗縣政府,"2,694,730"
111/11/21,國民及學前教育行政及督導,義竹國小110年度充實設施設備-前庭教學環境改善計畫經費,嘉義縣政府,"5,040,000"
111/11/21,國民及學前教育行政及督導,福興國中110年度充實設施設備-跑道周邊停車場工程(規劃設計費)經費,彰化縣政府,"208,000"
111/11/21,國民及學前教育行政及督導,公館國小110年度充實設施設備-校園教學環境設備改善經費,宜蘭縣政府,"512,800"
111/11/21,國民及學前教育行政及督導,萬富國小110年度充實設施設備-校園排水設施改善工程經費,宜蘭縣政府,"2,956,550"
111/11/21,國民及學前教育行政及督導,二城國小110年度充實設施設備-中庭廣場鋪面改善工程經費,宜蘭縣政府,"1,884,720"
111/11/21,國民及學前教育行政及督導,虎尾國小110年度充實設施設備-家長接送區安全改善工程經費,雲林縣政府,"3,185,033"
111/11/21,國民及學前教育行政及督導,龍巖國小110年度充實設施設備-校園環境及排水系統等改善工程經費,雲林縣政府,"2,947,744"
111/11/21,國民及學前教育行政及督導,新豐國小110年度充實設施設備-充實音樂教學設備經費,新竹縣政府,"553,000"
111/11/21,國民及學前教育行政及督導,十興國小110年度充實設施設備-購買音樂教學暨比賽用樂器經費,新竹縣政府,"683,200"
111/11/21,國民及學前教育行政及督導,博愛國中110年度充實設施設備-國樂團教學設備經費,新竹縣政府,"364,000"
111/11/22,國民及學前教育行政及督導,二崙鄉立幼兒園建築物耐震補強工程第2期款,雲林縣政府,"2,134,350"
111/11/22,國民及學前教育行政及督導,南澳鄉立幼兒園碧候分班建築物耐震補強工程第1、2期款,宜蘭縣政府,"404,795"
111/11/22,國民及學前教育行政及督導,111學年度幼兒園英語融入式課程試辦計畫第1期款,花蓮縣政府,"265,764"
111/11/22,國民及學前教育行政及督導,111學年度幼兒園英語融入式課程試辦計畫第1期款,花蓮縣政府,"81,000"
111/11/22,國民及學前教育行政及督導,111學年度幼兒園英語融入式課程試辦計畫第1期款,新竹縣政府,"140,421"
111/11/22,國民及學前教育行政及督導,111學年度幼兒園英語融入式課程試辦計畫第1期款,新竹縣政府,"79,200"
111/11/22,國民及學前教育行政及督導,111學年度推動閩南語沉浸式教學融入教保活動課程第1期款,花蓮縣政府,"451,026"
111/11/22,國民及學前教育行政及督導,111年度暑假期間公立幼兒園辦理延長照顧服務經費,花蓮縣政府,"615,843"
111/11/22,國民及學前教育行政及督導,111學年度辦理安全教育議題融入教保活動課程計畫經費,南投縣政府,"38,861"
111/11/22,國民及學前教育行政及督導,111年度推動學前教保、少子女化對策計畫及辦理符合補助要件幼兒園稽核相關業務增置人力經費追加款,新竹縣政府,"32,500"
111/11/22,國民及學前教育行政及督導,111年度華興國小附設幼兒園增班經費,新竹縣政府,"1,239,167"
111/11/22,國民及學前教育行政及督導,111年度華興國小附設幼兒園增班經費,新竹縣政府,"22,106"
111/11/22,國民及學前教育行政及督導,111年度補助各地方政府置專業輔導人員經費(第3期),臺東縣政府,"389,905"
111/11/22,國民及學前教育行政及督導,各縣市政府單側聽損學生調頻輔具經費,苗栗縣政府,"145,800"
111/11/22,國民及學前教育行政及督導,111年度改善無障礙校園環境計畫經費,新竹縣政府,"280,000"
111/11/22,國民及學前教育行政及督導,111學年度補助縣市政府辦理雙重特殊需求學生發掘與輔導方案經費,嘉義縣政府,"46,955"
111/11/22,國民及學前教育行政及督導,111學年度補助縣市政府辦理雙重特殊需求學生發掘與輔導方案經費,臺東縣政府,"263,196"
111/11/22,國民及學前教育行政及督導,111學年度第1學期高級中等學校遴聘業界專家協同教學經費,苗栗縣政府,"57,321"
111/11/23,國民及學前教育行政及督導,青草湖、水源、竹蓮國小學生活動場所興建工程經費,新竹市政府,"2,070,021"
111/11/23,國民及學前教育行政及督導,內湖國小110年度充實設施設備-校木構造校舍護木漆修繕工程第1、2期款,南投縣政府,"2,525,508"
111/11/23,國民及學前教育行政及督導,漳興國小110年度充實設施設備-活化大型教學空間建立數位學習情境經費,南投縣政府,"694,800"
111/11/23,國民及學前教育行政及督導,三民國中110年度充實設施設備-中央路校門內通學步道鋪面及排水溝改善工程第1、2期款,新竹市政府,"2,800,000"
111/11/23,國民及學前教育行政及督導,中正國小110年度充實設施設備-樂器設備經費,新竹縣政府,"240,450"
111/11/23,國民及學前教育行政及督導,成龍國小111年度充實設施設備-教學大樓樓梯補強整建工程經費,雲林縣政府,"740,864"
111/11/23,國民及學前教育行政及督導,明正國小107年度改善及充實教學環境設備-活動中心新建工程經費,彰化縣政府,"8,750,000"
111/11/23,國民及學前教育行政及督導,職場互助教保服務中心111學年度業務費第1期款,南投縣政府,"40,500"
111/11/23,國民及學前教育行政及督導,職場互助教保服務中心111學年度業務費第1期款,屏東縣政府,"54,000"
111/11/23,國民及學前教育行政及督導,職場互助教保服務中心111學年度業務費經費,花蓮縣政府,"54,000"
111/11/23,國民及學前教育行政及督導,職場互助教保服務中心111學年度業務費第1期款,新竹縣政府,"54,000"
111/11/23,國民及學前教育行政及督導,111年度學前教育階段各類特殊教育班導師費差額及教學輔導費,澎湖縣政府,"14,400"
111/11/23,國民及學前教育行政及督導,111年度改善無障礙校園環境計畫經費,雲林縣政府,"138,481"
111/11/23,國民及學前教育行政及督導,111上半年暨111學年度原教中心經費(第2期),屏東縣政府,"731,068"
111/11/23,國民及學前教育行政及督導,偏遠地區學校110學年度推動國中合理教師員額事項所需經費,連江縣政府,"99,385"
111/11/23,國民及學前教育行政及督導,111年度偏遠地區學校及非山非市學校(原住民學校)設施設備計畫經費,花蓮縣政府,"5,758,221"
111/11/23,國民及學前教育行政及督導,110學年度偏遠地區國民中小學圖書館(室)藏書量經費,苗栗縣政府,"1,018,130"
111/11/23,國民及學前教育行政及督導,111學年度教育優先區計畫經費,金門縣政府,"1,264,556"
111/11/23,國民及學前教育行政及督導,111學年度教育優先區計畫經費,金門縣政府,"12,400"
111/11/23,國民及學前教育行政及督導,偏遠地區學校111學年度推動國小合理教師員額事項所需經費第1期款,嘉義縣政府,"8,291,424"
111/11/23,國民及學前教育行政及督導,偏遠地區學校111學年度推動國小合理教師員額事項所需經費第1期款,嘉義縣政府,"10,950,912"
111/11/23,國民及學前教育行政及督導,偏遠地區學校111學年度推動國小合理教師員額事項所需經費第1期款,彰化縣政府,"4,225,776"
111/11/23,國民及學前教育行政及督導,偏遠地區學校111學年度推動國小合理教師員額事項所需經費第1期款,彰化縣政府,"7,128,576"
111/11/23,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第1期追加款,屏東縣政府,"184,417"
111/11/23,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第1期追加款,新竹縣政府,"85,634"
111/11/23,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第1期追加款,嘉義市政府,"31,721"
111/11/23,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第1期追加款,臺東縣政府,"63,578"
111/11/23,國民及學前教育行政及督導,111學年度國民中小學學生學習扶助計畫第1期追加款,宜蘭縣政府,"86,873"
111/11/23,國民及學前教育行政及督導,111學年度偏遠地區及非山非市地區公立高級中等學校學生通學交通費,屏東縣政府,"5,103,495"
111/11/24,國民及學前教育行政及督導,112學年度竹苗區高級中等學校免試入學工作經費,新竹市政府,"342,000"
111/11/24,國民及學前教育行政及督導,補助各、縣市政府單側聽損學生調頻輔具經費,基隆市政府,"379,140"
111/11/24,國民及學前教育行政及督導,辦理111學年度輔導教師人力運用計畫經費(第1期),彰化縣政府,"755,251"
111/11/24,國民及學前教育行政及督導,辦理111學年度輔導教師人力運用計畫經費(第1期),彰化縣政府,"20,556,800"
111/11/24,國民及學前教育行政及督導,推動偏鄉學校中央廚房計畫餐食盛裝容器及保溫設備採購經費,宏祐興業有限公司,"5,678,119"
111/11/24,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),苗栗縣政府,"591,840"
111/11/24,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),苗栗縣政府,"12,096,000"
111/11/24,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),嘉義縣政府,"724,032"
111/11/24,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),嘉義縣政府,"7,344,000"
111/11/24,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),屏東縣政府,"885,600"
111/11/24,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),屏東縣政府,"14,112,000"
111/11/24,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),臺東縣政府,"236,736"
111/11/24,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),臺東縣政府,"5,040,000"
111/11/24,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,宜蘭縣政府,"576,516"
111/11/25,國民及學前教育行政及督導,111年度改善偏遠地區及非山非市國民中小學宿舍計畫經費,金門縣政府,"671,064"
111/11/25,國民及學前教育行政及督導,111學年度推動閩南語沉浸式教學融入教保活動課程第1期款,新竹縣政府,"377,124"
111/11/25,國民及學前教育行政及督導,111年度雙溪國小附設幼兒園增班經費,新竹縣政府,"290,834"
111/11/25,國民及學前教育行政及督導,111年度雙溪國小附設幼兒園增班經費,新竹縣政府,"1,169,423"
111/11/25,國民及學前教育行政及督導,111學年度第1學期非營利幼兒園辦理延長照顧服務經費,花蓮縣政府,"153,036"
111/11/25,國民及學前教育行政及督導,111年度偏遠地區學校及非山非市學校(非原住民學校)設施設備計畫第3期款,澎湖縣政府,"91,000"
111/11/25,國民及學前教育行政及督導,111年度偏遠地區學校及非山非市學校(非原住民學校)設施設備計畫第3期款,澎湖縣政府,"7,472,512"
111/11/25,國民及學前教育行政及督導,111年度偏遠地區學校及非山非市學校(非原住民學校)設施設備計畫第2期款,嘉義縣政府,"26,855,289"
111/11/25,國民及學前教育行政及督導,111學年度推動實驗教育計畫第2期款,宜蘭縣政府,"1,839,659"
111/11/25,國民及學前教育行政及督導,偏遠地區學校111學年度推動國小合理教師員額事項所需經費第1期款,南投縣政府,"5,877,000"
111/11/25,國民及學前教育行政及督導,偏遠地區學校111學年度推動國小合理教師員額事項所需經費第1期款,南投縣政府,"12,007,296"
111/11/25,國民及學前教育行政及督導,偏遠地區學校111學年度推動國小合理教師員額事項所需經費第1期款,宜蘭縣政府,"2,037,576"
111/11/25,國民及學前教育行政及督導,偏遠地區學校111學年度推動國小合理教師員額事項所需經費第1期款,宜蘭縣政府,"2,491,776"
111/11/25,國民及學前教育行政及督導,111年度社口國小附設幼兒園增班經費之財務類項目採購第1、2期款,嘉義縣政府,"1,516,000"
111/11/25,國民及學前教育行政及督導,111學年度辦理安全教育議題融入教保活動課程計畫經費,花蓮縣政府,"124,425"
111/11/25,國民及學前教育行政及督導,111年度富源國小附設幼兒園等10園充實及改善教學環境設施設備經費,花蓮縣政府,"881,360"
111/11/25,國民及學前教育行政及督導,111年度富源國小附設幼兒園等10園充實及改善教學環境設施設備經費,花蓮縣政府,"54,280"
111/11/25,國民及學前教育行政及督導,111年度實施新住民子女華語文學習扶助課程經費,屏東縣政府,"31,313"
