執行日期,科目名稱,摘要,受款單位, 金額 
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立蘇澳高級海事水產職業學校,"590,940"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立中央大學附屬中壢高級中學,"679,140"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立臺北科技大學附屬桃園農工高級中等學校,"1,517,040"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立竹東高級中學,"405,720"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立竹南高級中學,"485,100"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立卓蘭高級中等學校,"573,300"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立員林高級家事商業職業學校,"643,860"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立中興高級中學,"582,120"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立竹山高級中學,"520,380"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立南投高級商業職業學校,"458,640"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立斗六高級中學,"423,360"
111/11/28,國民及學前教育行政及督導,111學年度教師每週教學節數標準調整而增加之鐘點費(第一梯),國立新港藝術高級中學,"326,340"
111/11/28,國民及學前教育行政及督導,111學年度教師每週教學節數標準調整而增加之鐘點費(第一梯),國立岡山高級中學,"343,980"
111/11/28,國民及學前教育行政及督導,111學年度教師每週教學節數標準調整而增加之鐘點費(第一梯),國立屏東高級工業職業學校,"1,349,460"
111/11/28,國民及學前教育行政及督導,111學年度教師每週教學節數標準調整而增加之鐘點費(第一梯),國立東港高級海事水產職業學校,"564,480"
111/11/28,國民及學前教育行政及督導,111學年度教師每週教學節數標準調整而增加之鐘點費(第一梯),國立臺東大學附屬體育高級中學,"599,760"
111/11/28,國民及學前教育行政及督導,111學年度教師每週教學節數標準調整而增加之鐘點費(第一梯),國立中興大學附屬台中高級農業職業學校,"723,240"
111/11/28,國民及學前教育行政及督導,111學年度教師每週教學節數標準調整而增加之鐘點費(第一梯),國立台南第二高級中學,"564,480"
111/11/28,國民及學前教育行政及督導,111學年度教師每週教學節數標準調整而增加之鐘點費(第一梯),國立台南女子高級中學,"661,500"
111/11/28,國民及學前教育行政及督導,111學年度教師每週教學節數標準調整而增加之鐘點費(第一梯),國立高雄餐旅大學附屬餐旅高級中等學校,"432,180"
111/11/28,國民及學前教育行政及督導,111學年度教師每週教學節數標準調整而增加之鐘點費(第一梯),國立華僑高級中學,"608,580"
111/11/28,國民及學前教育行政及督導,111學年度教師每週教學節數標準調整而增加之鐘點費(第一梯),國立馬祖高級中學,"123,480"
111/11/28,國民及學前教育行政及督導,111學年度教師每週教學節數標準調整而增加之鐘點費(第一梯),國立苗栗高級農工職業學校,"1,146,600"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立蘭陽女子高級中學,"599,760"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立彰化女子高級中學,"538,020"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立鹿港高級中學,"626,220"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立溪湖高級中學,"317,520"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立二林高級工商職業學校,"1,031,940"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立彰化高級商業職業學校,"432,180"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立員林高級農工職業學校,"899,640"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立斗六高級家事商業職業學校,"502,740"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立民雄高級農工職業學校,"1,076,040"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立善化高級中學,"502,740"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立台東女子高級中學,"255,780"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立基隆高級商工職業學校,"582,120"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立新竹科學園區實驗高級中等學校,"379,260"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立嘉義高級工業職業學校,"1,614,060"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立台南第一高級中學,"529,200"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立宜蘭高級商業職業學校,"493,920"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立羅東高級工業職業學校,"1,111,320"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立彰化師範大學附屬高級工業職業學校,"1,437,660"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立南投高級中學,"873,180"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立仁愛高級農業職業學校,"273,420"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立南科國際實驗高級中學,"476,280"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立新化高級工業職業學校,"1,155,420"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立白河高級商工職業學校,"441,000"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立鳳新高級中學,"555,660"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立潮州高級中學,"493,920"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立恆春高級工商職業學校,"529,200"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立嘉義高級中學,"643,860"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立頭城高級家事商業職業學校,"590,940"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立北港高級農工職業學校,"793,800"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立金門高級農工職業學校,"749,700"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立北港高級中學,"502,740"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立臺南大學附屬高級中學,"705,600"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立新營高級中學,"582,120"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立後壁高級中學,"529,200"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立東石高級中學,"899,640"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立鳳山高級中學,"493,920"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立岡山高級農工職業學校,"1,287,720"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立屏東高級中學,"546,840"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立竹北高級中學,"608,580"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立苗栗高級中學,"546,840"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立苑裡高級中學,"582,120"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立員林高級中學,"432,180"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立員林崇實高級工業職業學校,"705,600"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立埔里高級工業職業學校,"811,440"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立水里高級商工職業學校,"617,400"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立土庫高級商工職業學校,"546,840"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立鳳山高級商工職業學校,"1,164,240"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立澎湖高級海事水產職業學校,"679,140"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立新竹女子高級中學,"546,840"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立嘉義高級商業職業學校,"493,920"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立大湖高級農工職業學校,"652,680"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立新豐高級中學,"590,940"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立秀水高級工業職業學校,"1,234,800"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立苗栗高級商業職業學校,"511,560"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立北斗高級家事商業職業學校,"396,900"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立北門高級中學,"511,560"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立新化高級中學,"564,480"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立台南高級工業職業學校,"1,922,760"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立旗美高級中學,"379,260"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立玉里高級中學,"502,740"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立花蓮高級商業職業學校,"538,020"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立新竹高級中學,"423,360"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立華南高級商業職業學校,"538,020"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立嘉義高級家事職業學校,"449,820"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立馬公高級中學,"635,040"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立關西高級中學,"555,660"
111/11/28,國民及學前教育行政及督導,111學年度第1學期國立高級中等學校教師每週基本教學節數標準調整之鐘點費,國立中科實驗高級中學,"185,220"
111/11/28,國民及學前教育行政及督導,110年度國立高級中等學校老舊廁所修繕美化計畫,國立嘉義高級中學,"2,074,000"
111/11/28,國民及學前教育行政及督導,111年度年度高級中等學校充實學生自主學習空間及設施計畫,國立嘉義女子高級中學,"650,000"
111/11/01,國民及學前教育行政及督導,111年度學前教育階段各類特殊教育班導師費差額及教學輔導費,國立和美實驗學校,"14,400"
111/11/01,國民及學前教育行政及督導,111年度學前教育階段各類特殊教育班導師費差額及教學輔導費,國立臺南特殊教育學校,"28,800"
111/11/02,國民及學前教育行政及督導,110學年度增置國民中小學圖書館閱讀推動教師計畫追加款,國立屏東大學附設實驗國民小學,"2,944"
111/11/02,國民及學前教育行政及督導,110學年度增置國民中小學圖書館閱讀推動教師計畫經費,國立政治大學附屬高級中學,"12,000"
111/11/02,國民及學前教育行政及督導,111年度學前教育階段各類特殊教育班導師費差額及教學輔導費,國立彰化特殊教育學校,"28,800"
111/11/02,國民及學前教育行政及督導,111年度學前教育階段各類特殊教育班導師費差額及教學輔導費,國立嘉義特教學校,"14,400"
111/11/02,國民及學前教育行政及督導,111年度學前教育階段各類特殊教育班導師費差額及教學輔導費,國立清華大學附設實驗國民小學,"14,400"
111/11/02,國民及學前教育行政及督導,110學年度增置國民中小學圖書館閱讀推動教師計畫因應代課鐘點費調整經費,國立南科國際實驗高級中學,"3,200"
111/11/03,國民及學前教育行政及督導,111年度教育部教學卓越獎獎金及獎勵補助金,嘉義縣政府,"310,000"
111/11/03,國民及學前教育行政及督導,110學年度增置國民中小學圖書館閱讀推動教師計畫經費,國立臺東大學附設實小,"2,708"
111/11/04,國民及學前教育行政及督導,111年度學前教育階段各類特殊教育班導師費差額及教學輔導費(第2期),國立雲林特殊教育學校,"28,800"
111/11/04,國民及學前教育行政及督導,111年度學前教育階段各類特殊教育班導師費差額及教學輔導費(第2期),國立嘉義大學附設實小,"7,200"
111/11/04,國民及學前教育行政及督導,提升國民中小學女學生科學學習興趣推廣計畫第3期款,國立臺灣師範大學,"1,000,000"
111/11/04,國民及學前教育行政及督導,111學年度活化教學-分組合作學習的理念與實踐方案,國立東華大學附設實小401專戶,"180,000"
111/11/07,國民及學前教育行政及督導,111年度學前教育階段各類特殊教育班導師費差額及教學輔導費,國立臺南大學附屬啟聰學校,"57,600"
111/11/10,國民及學前教育行政及督導,111學年度國立學校本土語文(閩南語、閩東語、客語及原住民族語)及臺灣手語國中開課經費,國立卓蘭高級中等學校,"26,110"
111/11/11,國民及學前教育行政及督導,110學年度增置國民中小學圖書館閱讀推動教師計畫經費,國立嘉義大學附設實小,"2,400"
111/11/11,國民及學前教育行政及督導,111學年度增置國小教師員額經費,國立臺北教育大學附設實小,"1,267,200"
111/11/11,國民及學前教育行政及督導,111學年度增置國小教師員額經費,國立臺北教育大學附設實小,"3,607,800"
111/11/11,國民及學前教育行政及督導,111學年度增置國小教師員額經費,國立臺中教育大學附設實小,"1,036,800"
111/11/11,國民及學前教育行政及督導,111學年度增置國小教師員額經費,國立臺中教育大學附設實小,"1,963,200"
111/11/11,國民及學前教育行政及督導,111學年度增置國小教師員額經費,國立嘉義大學附設實小,"1,036,800"
111/11/11,國民及學前教育行政及督導,111學年度增置國小教師員額經費,國立嘉義大學附設實小,"2,713,200"
111/11/14,國民及學前教育行政及督導,111年提升高雄市國小學生國語文經典學習成效實驗計畫第2期款,國立高雄師範大學校務基金,"1,045,985"
111/11/16,國民及學前教育行政及督導,111學年度國立學校本土語文(閩南語、閩東語、客語及原住民族語)及臺灣手語國中開課經費,國立臺東大學附屬體育高級中學,"27,740"
111/11/16,國民及學前教育行政及督導,111學年度國立學校本土語文(閩南語、閩東語、客語及原住民族語)及臺灣手語國中開課經費,國立新竹科學園區實驗高級中等學校,"32,561"
111/11/17,國民及學前教育行政及督導,111學年度本土語文(閩南語、閩東語、客語及原住民族語)及臺灣手語國中開課經費,國立臺灣師範大學附屬高級中學,"32,561"
111/11/17,國民及學前教育行政及督導,111學年度本土語文(閩南語、閩東語、客語及原住民族語)及臺灣手語國中開課經費,國立南科國際實驗高級中學,"35,777"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立新竹科學園區實驗高級中等學校,"12,243"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立高雄師範大學附屬高級中學,"11,368"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立臺灣戲曲學院,"5,164"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立新竹科學園區實驗高級中等學校,"6,407"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立臺中教育大學附設實小,"8,322"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立卓蘭高級中等學校,"11,643"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立臺南大學附設實小,"14,014"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立臺東大學附屬體育高級中學,"3,343"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立高雄餐旅大學附屬餐旅高級中等學校,"7,692"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立東華大學附設實小,"6,754"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立臺灣師範大學附屬高級中學,"11,052"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立清華大學附設實驗國民小學,"7,884"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立臺北教育大學附設實小,"8,542"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立嘉義大學附設實小,"11,754"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立南科國際實驗高級中學,"13,960"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立南科國際實驗高級中學,"12,053"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立屏東大學附設實驗國民小學,"5,578"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立政治大學附設實驗國民小學,"3,914"
111/11/17,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立臺東大學附設實小,"16,681"
111/11/18,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立政治大學附屬高級中學,"27,924"
111/11/22,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,國立臺南大學附屬啟聰學校,"4,441"
111/11/23,國民及學前教育行政及督導,110學年度增置國民中小學圖書館閱讀推動教師計畫因應代課鐘點費調整經費,國立臺南大學附設實小,"3,136"
111/11/23,國民及學前教育行政及督導,111學年度本土語文(閩南語、閩東語、客語及原住民族語)及臺灣手語國中開課經費,國立高雄師範大學附屬高級中學,"31,106"
111/11/23,國民及學前教育行政及督導,111年度客語及閩南語語言能力認證測驗報名費(第1梯次)計畫經費,國立高雄師範大學附屬高級中學,"2,400"
111/11/02,國民及學前教育行政及督導,111學年度補助主管高級中等學校精進童軍教育發展實施計畫經費,國立臺北科技大學附屬桃園農工高級中等學校,"50,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立中山大學附屬國光高級中學,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立鳳山高級中學,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立旗山高級農工職業學校,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立岡山高級農工職業學校,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立基隆女子高級中學,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立關西高級中學,"27,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立新竹特殊教育學校,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立竹北高級中學,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立苗栗高級農工職業學校,"59,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立鹿港高級中學,"44,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立臺北教育大學附設實小,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立新營高級工業職業學校,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立台南高級海事水產職業學校,"38,200"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立新豐高級中學,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立台南家齊高級中學,"34,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立台南女子高級中學,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立曾文高級農工職業學校,"39,962"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立北門高級農工職業學校,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立新化高級工業職業學校,"40,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立高雄師範大學附屬高級中學,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立彰化女子高級中學,"31,004"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立永靖高級工業職業學校,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立南投特殊教育學校,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立仁愛高級農業職業學校,"56,800"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立雲林特殊教育學校,"40,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立虎尾高級農工職業學校,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立西螺高級農工職業學校,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立虎尾高級中學,"48,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立北港高級農工職業學校,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立土庫高級商工職業學校,"38,200"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立民雄高級農工職業學校,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立華南高級商業職業學校,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立內埔高級農工職業學校,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立潮州高級中學,"55,800"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立屏東女子高級中學,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立佳冬高級農業職業學校,"42,250"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立宜蘭高級商業職業學校,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立頭城高級家事商業職業學校,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立花蓮高級工業職業學校,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立花蓮高級商業職業學校,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立關山高級工商職業學校,"60,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立台東專科學校校務基金,"26,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立臺東大學附屬體育高級中學,"44,000"
111/11/03,國民及學前教育行政及督導,111學年度高級中等以下學校成立本土文化社團實施計畫,國立金門高級農工職業學校,"60,000"
111/11/10,國民及學前教育行政及督導,111學年補助高級中等學校推動家庭教育暨親職教育工作實施計畫經費,國立羅東高級商業職業學校,"60,000"
111/11/10,國民及學前教育行政及督導,111學年補助高級中等學校推動家庭教育暨親職教育工作實施計畫經費,國立頭城高級家事商業職業學校,"34,000"
111/11/10,國民及學前教育行政及督導,111學年補助高級中等學校推動家庭教育暨親職教育工作實施計畫經費,國立新竹特殊教育學校,"46,000"
111/11/10,國民及學前教育行政及督導,111學年補助高級中等學校推動家庭教育暨親職教育工作實施計畫經費,國立苗栗特殊教育學校,"29,164"
111/11/10,國民及學前教育行政及督導,111學年補助高級中等學校推動家庭教育暨親職教育工作實施計畫經費,國立屏東高級中學,"60,000"
111/11/10,國民及學前教育行政及督導,111學年補助高級中等學校推動家庭教育暨親職教育工作實施計畫經費,國立台南第一高級中學,"44,730"
111/11/10,國民及學前教育行政及督導,111學年補助高級中等學校推動家庭教育暨親職教育工作實施計畫經費,國立新竹高級中學,"5,697"
111/11/10,國民及學前教育行政及督導,111學年補助高級中等學校推動家庭教育暨親職教育工作實施計畫經費,國立溪湖高級中學,"56,324"
111/11/10,國民及學前教育行政及督導,111學年補助高級中等學校推動家庭教育暨親職教育工作實施計畫經費,國立曾文高級家事商業職業學校,"26,724"
