課程主類別,課程副類別,課程次類別,課程名稱,報名人次總計
資訊類,軟體應用,影音動畫,"跨媒體影音特效剪輯之四""：""進階合成技術""（""上""）""",646
資訊類,軟體應用,辦公室實用,Access 2013資料庫設計,579
資訊類,軟體應用,辦公室實用,Access 2013資料庫進階應用,591
資訊類,軟體應用,辦公室實用,Access2010資料庫設計1,307
資訊類,軟體應用,辦公室實用,Access2010資料庫設計2,277
資訊類,軟體應用,辦公室實用,Acrobat數位文件整合設計,229
資訊類,軟體應用,辦公室實用,Calc常用函數入門,554
資訊類,軟體應用,辦公室實用,Calc常用函數進階,510
資訊類,軟體應用,辦公室實用,Calc統計分析,491
資訊類,軟體應用,辦公室實用,Excel 2013進階應用,884
資訊類,軟體應用,辦公室實用,Excel 2013精算大師,827
資訊類,軟體應用,辦公室實用,Excel 2016基礎養成,1911
資訊類,軟體應用,辦公室實用,"Excel""－""2010""－""進階應用""（""上""）""",382
資訊類,軟體應用,辦公室實用,"Excel""－""2010""－""進階應用""（""下""）""",357
資訊類,軟體應用,辦公室實用,Excel2010精算大師1,582
資訊類,軟體應用,辦公室實用,Excel2010精算大師2,461
資訊類,軟體應用,辦公室實用,"Excel查表函數應用""－""臺北市職能發展學院提供",341
資訊類,軟體應用,辦公室實用,"Excel職場必學函數應用""（""上""）""",1165
資訊類,軟體應用,辦公室實用,"Excel職場必學函數應用""（""下""）""",1028
資訊類,軟體應用,辦公室實用,Excel職場必學統計分析,1259
資訊類,軟體應用,辦公室實用,Excel職場必學統計分析2017,1933
資訊類,軟體應用,辦公室實用,Impress簡報製作,466
資訊類,軟體應用,辦公室實用,"Office 365協同作業""（""上""）""",180
資訊類,軟體應用,辦公室實用,"Office 365協同作業""（""下""）""",226
資訊類,軟體應用,辦公室實用,Outlook 2013人脈管理王,384
資訊類,軟體應用,辦公室實用,PDF編輯與FTP檔案傳輸,757
資訊類,軟體應用,辦公室實用,PowerPoint 2013簡報創意王,466
資訊類,軟體應用,辦公室實用,PowerPoint2010簡報創意王,679
資訊類,軟體應用,辦公室實用,Project 2013專案管理,626
資訊類,軟體應用,辦公室實用,Project 2013實務應用,433
資訊類,軟體應用,辦公室實用,Python入門,1604
資訊類,軟體應用,辦公室實用,Python資料處理與物件導向,1309
資訊類,軟體應用,辦公室實用,Windows10基本操作,1318
資訊類,軟體應用,辦公室實用,Windows7視窗應用1,400
資訊類,軟體應用,辦公室實用,Windows7視窗應用2,360
資訊類,軟體應用,辦公室實用,"Word 2013 ""－"" 長文件製作",957
資訊類,軟體應用,辦公室實用,Word 2013文書排版,627
資訊類,軟體應用,辦公室實用,Word 2013進階應用,633
資訊類,軟體應用,辦公室實用,Word 2016文書排版,2044
資訊類,軟體應用,辦公室實用,Word 2016進階應用,1568
資訊類,軟體應用,辦公室實用,Word2007網頁教材養成實務,0
資訊類,軟體應用,辦公室實用,Word2010文書排版1,588
資訊類,軟體應用,辦公室實用,Word2010文書排版2,447
資訊類,軟體應用,辦公室實用,"Word""－""2010""－""進階應用""（""上""）""",389
資訊類,軟體應用,辦公室實用,"Word""－""2010""－""進階應用""（""下""）""",505
資訊類,軟體應用,辦公室實用,Writer文書排版特殊運用,718
資訊類,軟體應用,辦公室實用,Writer文書排版基本技巧,807
資訊類,軟體應用,辦公室實用,用PowerPoint2007建立上課素材的技巧,0
資訊類,軟體應用,辦公室實用,"免費心智圖軟體""－""FreeMind輕鬆學",296
資訊類,軟體應用,辦公室實用,"免費文書處理軟體""－""Writer進階課程",431
資訊類,軟體應用,辦公室實用,"免費流程圖軟體""－""用Dia製圖一把罩",247
資訊類,軟體應用,辦公室實用,"免費郵件管理軟體""－""Thunderbird",236
資訊類,軟體應用,辦公室實用,倉頡中文輸入法,283
資訊類,軟體應用,辦公室實用,基本網路架設與雲端技術介紹,259
資訊類,軟體應用,辦公室實用,淺談免費雲端Office工具,423
資訊類,軟體應用,辦公室實用,"雲端運算整合個人工作與生活應用_Evernote""、"" Dropbox",339
資訊類,軟體應用,辦公室實用,"數位文件管理達人""（""上""）""",267
資訊類,軟體應用,辦公室實用,"數位文件管理達人""（""下""）""",234
資訊類,軟體應用,辦公室實用,簡報必備技能,763
資訊類,軟體應用,辦公室實用,"職場力""：""專業企劃書設計""（""上""）""",312
資訊類,軟體應用,辦公室實用,"職場力""：""專業企劃書設計""（""下""）""",186
資訊類,軟體應用,辦公室實用,"職場力""：""專業企劃書設計""（""中""）""",235
資訊類,軟體應用,辦公室實用,"職場力""：""專業吸睛簡報設計""－""臺北市職能發展學院提供",664
資訊類,軟體應用,辦公室實用,"職場力""：""專業圖表分析製作""（""104.08新版""）""""－""臺北市職能發展學院提供",644
資訊類,資訊概論,電腦基礎,Facebook與Skype應用,2332
資訊類,資訊概論,電腦基礎,"RFID在中小企業的應用""－""經濟部中小企業處提供",0
資訊類,資訊概論,電腦基礎,"日常工作中如何落實資訊安全""－""中華郵政股份有限公司提供",6843
資訊類,資訊概論,電腦基礎,"即時通訊""－""中小企業電話節費利器",1
資訊類,資訊概論,電腦基礎,防毒資安基礎訓練,20616
資訊類,資訊概論,電腦基礎,海量資料分析與應用,1131
資訊類,資訊概論,電腦基礎,"張淑萍""－""數位學習導論",1064
資訊類,資訊概論,電腦基礎,資訊安全,0
資訊類,資訊概論,電腦基礎,"資訊安全""－""行動裝置安全防護",8618
資訊類,資訊概論,電腦基礎,"資訊安全""－""網路資安事件分析",10310
資訊類,資訊概論,電腦基礎,電腦基本概論與硬體維護,1321
資訊類,資訊概論,電腦基礎,"銀髮族的平板電腦操作入門必備密技""－""國立暨南國際大學提供",988
資訊類,資訊概論,電腦基礎,"銀髮資訊課程教學技巧""－""教育部提供",1685
資訊類,資訊概論,電腦基礎,檔案壓縮與電腦防毒,6789
資訊類,資訊概論,網路資源,"""[""微課程""]""打造雲端問卷秒上手",111
資訊類,資訊概論,網路資源,Chrome瀏覽器介紹與Google雲端服務導覽,580
資訊類,資訊概論,網路資源,"Gmail信箱""、""應用商店使用",423
資訊類,資訊概論,網路資源,Google文件與雲端硬碟應用,1103
資訊類,資訊概論,網路資源,Google行事曆應用,696
資訊類,資訊概論,網路資源,IPv6作業系統與應用服務建置,406
資訊類,資訊概論,網路資源,"VR翻轉教育帶領新浪潮""－""中小企業網路大學校提供",1967
資訊類,資訊概論,網路資源,Youtube實用操作技巧及行銷管理,1347
資訊類,資訊概論,網路資源,大數據應用基礎及發展,3832
資訊類,資訊概論,網路資源,北市圖電子書大觀園,1475
資訊類,資訊概論,網路資源,"朱惠芬""－""網路色情與網站分級過濾",497
資訊類,資訊概論,網路資源,"何燦群""－""地理資訊系統教育訓練""－""GoogleEarth的進階應用",327
資訊類,資訊概論,網路資源,"免費架站軟體""－""Apache網站伺服器架設",219
資訊類,資訊概論,網路資源,"免費網頁瀏覽器軟體""－""Firefox初探",264
資訊類,資訊概論,網路資源,"我的電腦不怕駭""－""資通安全實務""－""高雄市政府公務人力發展中心提供",9545
資訊類,資訊概論,網路資源,"建構物聯網基礎單元與技術""－""臺北市職能發展學院提供",267
資訊類,資訊概論,網路資源,"科技法律概論""－""國立空中大學提供",734
資訊類,資訊概論,網路資源,"從人的服務到AI機器人服務—客服產業應用實例""－""中小企業網路大學校提供",2492
資訊類,資訊概論,網路資源,"教我寫功課""─""語文""、""自然""、""歷史""、""地理工具書及電子資料庫綜合介紹",318
資訊類,資訊概論,網路資源,"雲端""、""大數據""、""物聯網之整合應用""－""中小企業網路大學校提供",1792
資訊類,資訊概論,網路資源,雲端自主學習,908
資訊類,資訊概論,網路資源,雲端服務與圖書館自動化,462
資訊類,資訊概論,網路資源,"雲端簡報輕鬆做""－""臺北市職能發展學院提供",249
資訊類,資訊概論,網路資源,"新網站整合平臺""－""一般上稿者課程""－""臺北市資訊局提供",3042
資訊類,資訊概論,網路資源,"新網站整合平臺""－""網站管理者課程""－""臺北市資訊局提供",1580
資訊類,資訊概論,網路資源,"資訊安全""（""106年度""）""",9968
資訊類,資訊概論,網路資源,"電子書easy read ""─""市圖電子書綜合介紹與利用指導",316
資訊類,資訊概論,網路資源,電子資源整合查詢系統介紹及利用,265
資訊類,資訊概論,網路資源,電腦網路概論,520
資訊類,資訊概論,網路資源,"圖書館利用教育""－""生活知識家免費網路資源選介及檢索技巧",326
資訊類,資訊概論,網路資源,"圖書館利用教育""－""即時新聞挖挖哇""－""報紙資料庫及資源介紹與利用",339
資訊類,資訊概論,網路資源,"圖書館利用教育""－""圖書館資源利用指導",336
資訊類,資訊概論,網路資源,"網路世界逍遙遊1""－""上網""、""搜尋""、""MSN",1
資訊類,資訊概論,網路資源,"網路世界逍遙遊2""－""Skype""、""部落格",1
資訊類,資訊概論,網路資源,"網路世界逍遙遊3""－""購物""、""拍賣",1
資訊類,資訊概論,網路資源,臺灣主題資料庫介紹,227
管理類,公共議題,財稅法制,土地增值稅法規及實務,168
管理類,公共議題,財稅法制,"土地增值稅節稅秘笈""：""自用住宅用地篇""－""臺中市政府地方稅務局提供",473
管理類,公共議題,財稅法制,不動產買賣節稅申報,311
管理類,公共議題,財稅法制,"加值型及非加值型營業稅法部分增修條文介紹""－""財政部臺北國稅局提供",591
管理類,公共議題,財稅法制,全球化時代下的國際觀,654
管理類,公共議題,財稅法制,印花稅法規及實務,190
管理類,公共議題,財稅法制,多角貿易營業稅申報實務,355
管理類,公共議題,財稅法制,使用牌照稅法規解析,781
管理類,公共議題,財稅法制,"兩稅合一申報實務""－""財政部臺北國稅局提供",298
管理類,公共議題,財稅法制,"房地稅小學堂""－""臺中市政府地方稅務局提供",304
管理類,公共議題,財稅法制,契稅法規及實務,142
管理類,公共議題,財稅法制,"美國與歐盟經濟趨勢變動分析""－""國立空中大學提供",425
管理類,公共議題,財稅法制,"個人綜合所得稅""（""一""）""""－""財政部中區國稅局提供",1
管理類,公共議題,財稅法制,"個人綜合所得稅""（""二""）""""－""財政部中區國稅局提供",1
管理類,公共議題,財稅法制,"兼營營業人營業稅申報實務""－""財政部臺北國稅局提供",898
管理類,公共議題,財稅法制,"租稅探索頻道""─""印花稅""、""娛樂稅及使用牌照稅面面觀""－""臺中市政府地方稅務局提供",229
管理類,公共議題,財稅法制,"租稅減免法規""－""財政部臺北市國稅局提供",299
管理類,公共議題,財稅法制,"國際金融趨勢與人民幣國際化""－""國立空中大學提供",497
管理類,公共議題,財稅法制,"國際租稅協定及外商課稅法令""－""財政部臺北國稅局提供",449
管理類,公共議題,財稅法制,"國際經濟變化與金融行為及資訊風險控管""－""國立空中大學提供",441
管理類,公共議題,財稅法制,"細說營業登記""－""財政部臺北國稅局提供",0
管理類,公共議題,財稅法制,"新設立營利事業所得稅申報實務""－""財政部臺北國稅局提供",223
管理類,公共議題,財稅法制,"過五關""－""搞定外僑綜所稅""－""財政部臺北國稅局提供",320
管理類,公共議題,財稅法制,"電子發票應用推廣""－""財政部臺北市國稅局提供",423
管理類,公共議題,財稅法制,"網路交易營業稅申報實務""－""財政部臺北國稅局提供",241
管理類,公共議題,財稅法制,臺北市房屋稅變革,1
管理類,公共議題,財稅法制,"樂活人生輕鬆稅""－""臺中市政府地方稅務局提供",2347
管理類,公共議題,財稅法制,"鄧美君""－""地價稅法規及實務",156
管理類,公共議題,財稅法制,"遺產及贈與稅申報實務""－""財政部臺北國稅局提供",517
管理類,公共議題,財稅法制,"營利事業所得稅""－""常見違章案例解析""－""財政部臺北國稅局提供",241
管理類,公共議題,財稅法制,"營利事業所得稅暫繳法規及電子申報""－""財政部臺北市國稅局提供",498
管理類,公共議題,財稅法制,"營利事業設立""、""變更登記之相關規定及外籍旅客購物退稅須知",2
管理類,公共議題,財稅法制,"營利事業稅務入門""－""財政部臺北國稅局提供",314
管理類,公共議題,財稅法制,"營業稅電子申報繳稅作業""－""財政部臺北市國稅局提供",284
