課程主類別,課程副類別,課程次類別,課程名稱,報名人次總計
人文類,醫療保健,風濕與關節,"常見肩部關節疾病""－""行政院衛生署醫院管理委員會提供",0
人文類,醫療保健,消化系統,"慢性肝病及肝硬化1""－""肝病""、""肝病檢查介紹及慢性B型肝炎""－""行政院衛生署醫院管理委員會提供",0
人文類,醫療保健,消化系統,"慢性肝病及肝硬化2""－""認識慢性C型肝炎及A""、""D""、""E型肝炎""－""行政院衛生署醫院管理委員會提供",0
人文類,醫療保健,消化系統,"慢性肝病及肝硬化3""－""其他種類肝炎及肝硬化""－""行政院衛生署醫院管理委員會提供",0
人文類,醫療保健,消化系統,"慢性肝病及肝硬化4""－""肝硬化的併發症及肝癌""－""行政院衛生署醫院管理委員會提供",0
人文類,醫療保健,消化系統,"慢性肝病及肝硬化5""－""良性肝腫瘤及肝移植""－""行政院衛生署醫院管理委員會提供",0
人文類,醫療保健,健康知識,"""[""LIVE""]""另類『宅經濟』""─""母雞的力量介紹篇",1
人文類,醫療保健,健康知識,"""[""微課程""]""教狗狗如何定點大小便",93
人文類,醫療保健,健康知識,"""[""微課程""]""亂吠亂叫，汪汪狗語來解讀",85
人文類,醫療保健,健康知識,"""[""環境教育""]""在地節氣青草自然養生",977
人文類,醫療保健,健康知識,K他命對泌尿系統的傷害,843
人文類,醫療保健,健康知識,"口腔預防保健基本概念及方法""－""臺北市職能發展學院提供",487
人文類,醫療保健,健康知識,小心！毒就在你身邊,890
人文類,醫療保健,健康知識,"不孕症的原因及治療""（""含測驗""）""""－""教材獲AA認證",260
人文類,醫療保健,健康知識,"中醫養生學""－""疾病防治保健",254
人文類,醫療保健,健康知識,元氣樂齡成功老化,217
人文類,醫療保健,健康知識,"分工分得巧""、""診所醫院一樣好""─""分級醫療與轉診""－""衛生福利部中央健康保險署提供",1137
人文類,醫療保健,健康知識,"心肺復甦術""（""CPR""）""",631
人文類,醫療保健,健康知識,"另類""「""宅經濟""」""""─""母雞的力量介紹篇",3822
人文類,醫療保健,健康知識,"台灣健保 世界比一比""－""衛生福利部中央健康保險署提供",130
人文類,醫療保健,健康知識,幼兒居家安全,493
人文類,醫療保健,健康知識,"休閒活動對銀髮族的影響""－""臺北市職能發展學院提供",1421
人文類,醫療保健,健康知識,如何與狗狗快樂玩玩具,932
人文類,醫療保健,健康知識,"安全照護與輔具應用""（""含移位""、""拍背""、""擺位技巧等""）""""－""臺北市政府社會局提供",538
人文類,醫療保健,健康知識,"安全照護與輔具應用《印尼文版》""（""含移位""、""拍背""、""擺位技巧等""）""""－""臺北市政府社會局提供",309
人文類,醫療保健,健康知識,安排狗狗戶外活動,988
人文類,醫療保健,健康知識,"成功老化""：""樂齡族的健康銀行",252
人文類,醫療保健,健康知識,成癮是一種慢性疾病,132
人文類,醫療保健,健康知識,"早期失智症就業服務""－""臺北市勞動力重建運用處提供",547
人文類,醫療保健,健康知識,有毒癮者就愛滋是嗎？,1507
人文類,醫療保健,健康知識,"老人失智症""－""行政院衛生署醫院管理委員會提供",0
人文類,醫療保健,健康知識,老人居家安全,543
人文類,醫療保健,健康知識,"吳寶芬""－""吃出健康活出元氣",272
人文類,醫療保健,健康知識,快樂狗兒的身心健康教養法,1088
人文類,醫療保健,健康知識,"戒毒成功人士分享""－""開啟新人生",103
人文類,醫療保健,健康知識,戒菸的方法與策略,564
人文類,醫療保健,健康知識,"更年期調適與飲食保健""（""含愛滋病防治與權益宣導""）""",875
人文類,醫療保健,健康知識,"使用""「""雲端查詢系統""」""""─""用藥不重複""－""衛生福利部中央健康保險署提供",743
人文類,醫療保健,健康知識,"協助上下床""－""臺北市職能發展學院提供",211
人文類,醫療保健,健康知識,"居家照護""－""管路照護",369
人文類,醫療保健,健康知識,旺喵星人是家中好成員,135
人文類,醫療保健,健康知識,"易讀概念與身心障礙者資訊平權的關係""－""臺北市勞動力重建運用處提供",590
人文類,醫療保健,健康知識,狗狗互動管理,1026
人文類,醫療保健,健康知識,"肥胖症""－""行政院衛生署醫院管理委員會提供",0
人文類,醫療保健,健康知識,長照新趨勢,3739
人文類,醫療保健,健康知識,"保命防跌""－""做個快樂不倒翁""－""教材獲AA認證",348
人文類,醫療保健,健康知識,"冠狀動脈狹窄的治療及支架的介紹""－""衛生福利部中央健康保險署提供",212
人文類,醫療保健,健康知識,"姚仁青""－""骨頭空空怎麼辦",256
人文類,醫療保健,健康知識,急救技能叫叫CD訓練,566
人文類,醫療保健,健康知識,毒品危害防制課程,717
人文類,醫療保健,健康知識,毒品危害防制課程之一,2771
人文類,醫療保健,健康知識,毒品施用者復原自我照顧,575
人文類,醫療保健,健康知識,活著，是為了感受幸福,869
人文類,醫療保健,健康知識,"個人化醫學及台灣人體生物資料庫""－""國立空中大學提供",362
人文類,醫療保健,健康知識,"厝邊的健康守護者""─""基層診所與家庭醫師""－""衛生福利部中央健康保險署提供",1663
人文類,醫療保健,健康知識,紓壓抗疲，調節免疫,314
人文類,醫療保健,健康知識,脊椎伸展操,670
人文類,醫療保健,健康知識,"退休人員身""、""心""、""靈養生之道",2073
人文類,醫療保健,健康知識,"健保常見特材介紹""－""人工水晶體""、""髖關節及心臟瓣膜""－""衛生福利部中央健康保險署提供",494
人文類,醫療保健,健康知識,"健康""、""瘦身""─""由抒壓開始",284
人文類,醫療保健,健康知識,健康在飲食裡,380
人文類,醫療保健,健康知識,"健康星際探險趣""－""認識慢性疾病""－""衛生福利部中央健康保險署提供",567
人文類,醫療保健,健康知識,"健康美麗坐月子""－""臺北市職能發展學院提供",929
人文類,醫療保健,健康知識,"健康情緒把把脈""－""中醫食療帶您吃出好心情",1039
人文類,醫療保健,健康知識,健康減重講座,214
人文類,醫療保健,健康知識,健康飲食你我知,1013
人文類,醫療保健,健康知識,"健康管理的策略及作法""－""成為自己健康的主人""－""行政院人事行政總處公務人力發展中心提供",819
人文類,醫療保健,健康知識,"健康樂齡 健保挺你""－""衛生福利部中央健康保險署提供",195
人文類,醫療保健,健康知識,健康檢查知多少,398
人文類,醫療保健,健康知識,健檢的重要,428
人文類,醫療保健,健康知識,"崔儀珮""－""健康兩點靈""－""嗅出好心情""－""樂活生活芳香饗宴",192
人文類,醫療保健,健康知識,"張步桃""－""現代養生觀",293
人文類,醫療保健,健康知識,淺談毒品法制你我他,121
人文類,醫療保健,健康知識,"被動關節運動""－""臺北市職能發展學院提供",228
人文類,醫療保健,健康知識,"舒活健身操""－""行政院人事行政總處公務人力發展中心提供",415
人文類,醫療保健,健康知識,愛滋照護面面觀,2210
人文類,醫療保健,健康知識,"照顧好貼心""、""家人好安心""－""照顧技巧篇",325
人文類,醫療保健,健康知識,"照顧好貼心""、""家人好安心""－""照顧機構篇",581
人文類,醫療保健,健康知識,"照顧好貼心""、""家人好安心""－""輔具及環境篇",519
人文類,醫療保健,健康知識,當代台灣成癮問題,124
人文類,醫療保健,健康知識,"葉錦瑩""－""認識職場健康",192
人文類,醫療保健,健康知識,"跳養教育""－""青少年危機預防與家庭教育",392
人文類,醫療保健,健康知識,"臺北市學前兒童發展篩檢表之認識與運用""【""0至3歲""】""",893
人文類,醫療保健,健康知識,"臺北市學前兒童發展篩檢表之認識與運用""【""3歲至6歲""】""",1022
人文類,醫療保健,健康知識,與浪浪的相處之道,194
人文類,醫療保健,健康知識,"認識毒品咖啡包""（""新興混合式毒品""）""",1532
人文類,醫療保健,健康知識,認識結腸直腸癌,1
人文類,醫療保健,健康知識,認識傳染疾病及因應方式,278
人文類,醫療保健,健康知識,認識愷他命,891
人文類,醫療保健,健康知識,"輕輕鬆鬆擁有健康""－""行政院人事行政總處公務人力發展學院提供",293
人文類,醫療保健,健康知識,銀髮族居家照護,550
人文類,醫療保健,健康知識,"銀髮族旅遊應注意事項與障礙""－""臺北市職能發展學院提供",1323
人文類,醫療保健,健康知識,樂齡族的運動生活,244
人文類,醫療保健,健康知識,樂齡族的營養生活,853
人文類,醫療保健,健康知識,"蔡春美""－""愛滋體驗""－""如何與感染者相處",637
人文類,醫療保健,健康知識,"蔡美馨""－""我心有陽光""－""談過動兒""（""ADHD""）""學子的認識與輔導",425
人文類,醫療保健,健康知識,蔬菜健康管理與有機防治,250
人文類,醫療保健,健康知識,嬰兒照護安全,694
人文類,醫療保健,健康知識,"職場生存術""－""跳脫毒癮生活",152
人文類,醫療保健,健康知識,"職場活力動動操""－""勞動部提供",192
人文類,醫療保健,健康知識,醫療爭議議題教育訓練,346
人文類,醫療保健,健康知識,寵物行為糾正,1050
人文類,醫療保健,健康知識,"羅珮琳""－""健康兩點靈""－""元氣加油站""－""中醫元氣養生",224
人文類,醫療保健,健康知識,"關於毒品""－""你應該要知道的現況",154
人文類,醫療保健,健康知識,"關於毒品""－""通報法令及義務",147
人文類,醫療保健,健康知識,"關懷老齡化問題""[""一""]""""─""漫淡老化",261
人文類,醫療保健,健康知識,"關懷老齡化問題""[""二""]""""─""漫談健康事",190
人文類,醫療保健,健康知識,"讓我安全長大""－""兒童中毒預防面面觀""－""臺北市政府衛生局提供",192
人文類,醫療保健,健康知識,"讓我安全長大""－""兒童居家安全法規實例分析探討""－""臺北市政府衛生局提供",291
人文類,醫療保健,眼科疾患,"眼科疾病1""－""眼睛健康保健與眼疾病之基本介紹""－""行政院衛生署醫院管理委員會提供",0
人文類,醫療保健,眼科疾患,"眼科疾病2""－""眼部常見疾病之治療""－""行政院衛生署醫院管理委員會提供",0
人文類,醫療保健,眼科疾患,"眼科疾病3""－""眼部美容手術之介紹""－""行政院衛生署醫院管理委員會提供",0
人文類,醫療保健,眼科疾患,"眼科疾病4""－""低視能照護""、""視網膜疾病""－""行政院衛生署醫院管理委員會提供",0
人文類,醫療保健,惡性腫瘤,"女性常見惡性腫瘤1""－""子宮頸癌""、""子宮內膜癌""、""乳癌""、""卵巢癌認識與自我照護""－""行政院衛生署醫院管理委員會提供",0
人文類,醫療保健,惡性腫瘤,"女性常見惡性腫瘤2""－""子宮肌腺症""、""子宮頸癌的手術治療""、""子宮肌瘤""、""子宮內膜癌""、""卵巢癌""－""行政院衛生署醫院管理委員會提供",0
人文類,醫療保健,惡性腫瘤,"女性常見惡性腫瘤4""－""子宮內膜異位症""、""子宮頸癌""、""卵巢癌與化學治療""、""抹片異常""－""行政院衛生署醫院管理委員會提供",0
人文類,醫療保健,惡性腫瘤,"女性常見惡性腫瘤5""－""乳癌""、""子宮肌瘤的治療及經驗分享""－""行政院衛生署醫院管理委員會提供",0
公務類,法制知能,公務行政,"""[""環境教育""]""謝明昌""－""決勝於千里之外""－""氣象情資運用",12958
公務類,法制知能,公務行政,"""【""進步價值""、""光榮城市""】""市長就職三週年記者會",4085
公務類,法制知能,公務行政,103年度臺北市政府服務品質獎觀摩會,638
公務類,法制知能,公務行政,"104年度創意提案競賽成果分享會""－""創新獎",793
公務類,法制知能,公務行政,"104年度創意提案競賽成果分享會""－""跨域合作獎",716
公務類,法制知能,公務行政,"104年度創意提案競賽成果分享會""－""精進獎",1442
公務類,法制知能,公務行政,104年度臺北市政府服務品質獎觀摩會,2193
公務類,法制知能,公務行政,"105年度創意提案競賽成果分享會""－""創新獎",748
公務類,法制知能,公務行政,"105年度創意提案競賽成果分享會""－""跨域合作獎",1197
公務類,法制知能,公務行政,"105年度創意提案競賽成果分享會""－""精進獎",800
公務類,法制知能,公務行政,105年度臺北市政府服務品質獎觀摩會     ,2088
公務類,法制知能,公務行政,106年度臺北市政府服務品質獎觀摩會,6039
公務類,法制知能,公務行政,"106年創意提案分享會""－""創新獎",176
公務類,法制知能,公務行政,"106年創意提案分享會""－""跨域合作獎",198
公務類,法制知能,公務行政,"106年創意提案分享會""－""精進獎",165
公務類,法制知能,公務行政,2017世界大學運動會籌辦實務,688
公務類,法制知能,公務行政,"2017臺北世界大學運動會教育訓練""－""場館營運",2157
公務類,法制知能,公務行政,2017臺北世界大學運動會簡介,1931
公務類,法制知能,公務行政,2017臺北世界大學運動會競賽管理實務,1561
公務類,法制知能,公務行政,"pol.is 在臺灣""：""跨越鴻溝",4824
公務類,法制知能,公務行政,"中央法規標準法""－""行政院人事行政總處公務人力發展學院提供",1198
公務類,法制知能,公務行政,公民參與行政作為的基本概念,5751
公務類,法制知能,公務行政,公民參與局處實務工作坊,14178
公務類,法制知能,公務行政,"公共設施與國家賠償責任""－""行政院人事行政總處公務人力發展學院提供",1213
公務類,法制知能,公務行政,"公共管理個案教學""－""行政院人事行政總處公務人力發展學院提供",722
公務類,法制知能,公務行政,"公務人員法律責任—民事責任""－""行政院人事行政總處公務人力發展學院提供",2517
公務類,法制知能,公務行政,"公務人員法律責任—刑事責任""－""行政院人事行政總處公務人力發展學院提供",3966
公務類,法制知能,公務行政,"公務員申領小額款項案例宣導""－""法務部廉政署提供",7684
公務類,法制知能,公務行政,"公務員法律責任及案例說明""－""法務部廉政署提供",3738
公務類,法制知能,公務行政,"公務員廉政倫理規範簡介""－""行政院人事行政總處公務人力發展學院提供",2995
公務類,法制知能,公務行政,"公務員廉政基本認知""－""法務部廉政署提供",12638
公務類,法制知能,公務行政,"公務機密維護""－""法務部廉政署提供",2730
公務類,法制知能,公務行政,"公務禮儀指南""－""行政院人事行政總處公務人力發展學院提供",906
公務類,法制知能,公務行政,可食地景與公民參與,11678
公務類,法制知能,公務行政,企業文化,4148
公務類,法制知能,公務行政,光州世大運觀摩心得,3649
公務類,法制知能,公務行政,地方自治立法理論與因應系列1,842
公務類,法制知能,公務行政,地方自治立法理論與因應系列2,796
公務類,法制知能,公務行政,地方自治立法理論與因應系列3,922
公務類,法制知能,公務行政,地方自治立法理論與因應系列4,966
公務類,法制知能,公務行政,"地籍清理業務簡介""－""新北市政府地政局提供",598
公務類,法制知能,公務行政,"行政中立的理論與實務""－""地方行政研習中心提供",1
公務類,法制知能,公務行政,"行政中立理論與實務""－""公務人力發展中心提供",1
公務類,法制知能,公務行政,"行政中立理論與實務""－""行政院人事行政總處公務人力發展中心105年提供",36405
公務類,法制知能,公務行政,行政中立與倫理,37052
公務類,法制知能,公務行政,"行政救濟案件答辯技巧教戰實務""－""行政院人事行政總處公務人力發展學院提供",1078
公務類,法制知能,公務行政,"行政處分與行政救濟""－""行政院人事行政總處公務人力發展學院提供",1936
公務類,法制知能,公務行政,"行政透明""－""法務部廉政署提供",2
公務類,法制知能,公務行政,"我國廉政政策""－""法務部廉政署提供",1
公務類,法制知能,公務行政,"災害預防及應變""－""行政院人事行政總處公務人力發展學院提供",1826
公務類,法制知能,公務行政,"兒少高風險家庭網絡人員數位教材""－""衛生福利部社會及家庭署提供",2613
公務類,法制知能,公務行政,"兩公約之認識及應用""－""行政院人事行政總處公務人力發展學院提供",15127
公務類,法制知能,公務行政,"法務部設置廉政署說明""－""中華郵政股份有限公司提供",2617
公務類,法制知能,公務行政,"社會安定計畫""－""行政院人事行政總處公務人力發展中心提供",52341
公務類,法制知能,公務行政,參與式預算的各項實務操作程序,2606
公務類,法制知能,公務行政,參與式預算的國際實踐經驗,3974
公務類,法制知能,公務行政,參與式預算的基本理念,1876
公務類,法制知能,公務行政,參與式預算與地方財政,2595
公務類,法制知能,公務行政,"問題解決案例解析""－""行政院人事行政總處公務人力發展學院提供",1809
公務類,法制知能,公務行政,國際性運動賽事之經營與管理,902
公務類,法制知能,公務行政,"國際廉政趨勢""－""法務部廉政署提供",1
公務類,法制知能,公務行政,移民政策與法規,1098
公務類,法制知能,公務行政,"單一陳情系統機關端說明""－""主管與承辦人",20
公務類,法制知能,公務行政,"單一陳情系統機關端說明""－""機關系統管理人員",5
公務類,法制知能,公務行政,"單一陳情系統機關端說明""－""機關研考與專責人員",1
公務類,法制知能,公務行政,"單一陳情系統機關端說明""－""總收人員與登記桌",5
公務類,法制知能,公務行政,媒體公關與府會關係,4262
公務類,法制知能,公務行政,媒體公關與雙贏府會關係,1
公務類,法制知能,公務行政,"無紙化會議數位課程""－""府外人員""－""臺北市政府資訊局提供",262
公務類,法制知能,公務行政,"無紙化會議數位課程""－""會議管理者""－""臺北市政府資訊局提供",210
公務類,法制知能,公務行政,"無紙化會議數位課程""－""會議與會者""－""臺北市政府資訊局提供",263
公務類,法制知能,公務行政,"無紙會議系統數位課程""－""府外人員""－""臺北市政府資訊局提供",285
公務類,法制知能,公務行政,"無紙會議系統數位課程""－""會議管理者""－""臺北市政府資訊局提供",324
公務類,法制知能,公務行政,"無紙會議系統數位課程""－""會議與會者""－""臺北市政府資訊局提供",211
公務類,法制知能,公務行政,"陽光法案""－""法務部廉政署提供",2220
公務類,法制知能,公務行政,"黃默""－""人權總論",11096
公務類,法制知能,公務行政,業務委外，從有效溝通整合開始,2085
公務類,法制知能,公務行政,運用KPI打造一流市政服務,6403
公務類,法制知能,公務行政,圖利與便民,4187
公務類,法制知能,公務行政,"圖利與便民""－""法務部廉政署提供",13844
公務類,法制知能,公務行政,"廖元豪""－""人權大步走""－""落實兩公約",12874
公務類,法制知能,公務行政,"臺北世大運工作研討會""：""FISU簡介",588
公務類,法制知能,公務行政,"臺北世大運工作研討會""：""商業策畫1",534
公務類,法制知能,公務行政,"臺北世大運工作研討會""：""商業策畫2",401
公務類,法制知能,公務行政,"臺北世大運工作研討會""：""問答與總結",435
公務類,法制知能,公務行政,"臺北世大運工作研討會""：""場館規劃1",650
公務類,法制知能,公務行政,"臺北世大運工作研討會""：""場館規劃2",715
公務類,法制知能,公務行政,"臺北世大運工作研討會""：""運動會籌備1",515
公務類,法制知能,公務行政,"臺北世大運工作研討會""：""運動會籌備2",353
公務類,法制知能,公務行政,臺北市議會第12屆第5次定期大會市長施政報告,2621
公務類,法制知能,公務行政,臺北市議會第12屆第6次定期大會市長施政報告,2631
公務類,法制知能,公務行政,臺北市議會第12屆第7次定期大會市長施政報告,1842
公務類,法制知能,公務行政,臺北市議會第12屆第8次定期大會市長施政報告,937
公務類,法制知能,公務行政,審議民主與參與預算,2856
公務類,法制知能,公務行政,"請託關說登錄查察作業要點案例說明""－""法務部廉政署提供",3885
公務類,法制知能,公務行政,機關年度施政計畫績效評核與管理,1484
公務類,法制知能,公務行政,"辦理內部控制""（""含監督作業""）""經驗分享""－""臺北市政府推動情形""－""行政院主計總處提供",528
公務類,法制知能,公務行政,"儲存媒體報廢銷毀作業篇""－""中華郵政股份有限公司提供",482
公務類,法制知能,公務行政,"檔案管理綜述—檔案管理法令與實務""－""行政院人事行政總處公務人力發展中心105年提供",4538
公務類,法制知能,公務行政,"聯合國反貪腐公約簡介""－""法務部廉政署提供",15024
公務類,法制知能,公務行政,"鍾秉正""－""訴願法及機關答辯研習班",1092
公務類,法制知能,公務行政,"顧慕晴""－""行政倫理的理論與實務",4601
公務類,法制知能,民生權益,"化抱怨為滿意""－""如何處理民眾抱怨""－""高雄市政府公務人力發展中心提供",1329
公務類,法制知能,民生權益,"服務觀心術""－""營造人見人愛的五星級服務""－""高雄市政府公務人力發展中心提供",1218
公務類,法制知能,民生權益,個人資料保護法,12638
公務類,法制知能,民生權益,"國際身心障礙者權利公約""（""CRPD""）""概論",17042
公務類,法制知能,民生權益,"歡喜呷百二""－""你不可不知的老人福利""－""高雄市政府公務人力發展中心提供",1363
公務類,法制知能,民刑法,"民法基本原理""－""行政院人事行政總處公務人力發展學院提供",2857
公務類,法制知能,民刑法,"潘秀菊""－""民法總則",3414
公務類,法制知能,行政法,"公務員之國家賠償責任""－""高雄市政府公務人力發展中心提供",3623
公務類,法制知能,行政法,"行政契約概要""－""高雄市政府公務人力發展中心提供",2754
公務類,法制知能,政府採購,"政府採購專業人員基礎訓練""－""俞何雄""－""法規概要1",9
公務類,法制知能,政府採購,"政府採購專業人員基礎訓練""－""徐佑伶""－""法規概要3",6
公務類,法制知能,政府採購,"政府採購專業人員基礎訓練""－""陳建良""－""法規概要2",8
公務類,法制知能,政府採購,"採購法投標須知""（""1""）"" ",1903
公務類,法制知能,政府採購,採購法招標文件製作,1898
公務類,法制知能,政府採購,履約管理及施工品質,2067
公務類,法制知能,智慧財產,"非懂不可""－""公務著作權e點通""－""高雄市政府公務人力發展中心提供",2493
公務類,法制知能,智慧財產,"保護智慧財產權系列""─""商標權法",1
公務類,法制知能,智慧財產,"保護智慧財產權系列""─""專利權法",1
公務類,法制知能,智慧財產,"保護智慧財產權系列""─""著作權法",1
公務類,法制知能,智慧財產,"保護智慧財產權系列""─""營業秘密法",1
公務類,法制知能,智慧財產,"政府智權服務與輔導資源""－""中小企業網路大學校提供",2579
公務類,法制知能,智慧財產,"網路世界與智慧財產權""－""國立空中大學提供",2715
公務類,專業職能,人事行政,訓練發展實務,649
公務類,專業職能,人事行政,"陳俊男""－""人事管理資訊系統",0
公務類,專業職能,人事行政,"新進人員""－""公務人員權利義務與責任",583
公務類,專業職能,人事行政,"新進人員""－""任免遷調",559
公務類,專業職能,人事行政,"新進人員""－""待遇福利法規概論與實務研討",481
公務類,專業職能,人事行政,"新進人員""－""差勤管理法規與實務",482
公務類,專業職能,人事行政,"新進人員""－""退休及撫卹法規概論與實務研討",661
公務類,專業職能,人事行政,"新進人員""－""臺北市政府各機關常用資訊網簡介",377
公務類,專業職能,人事行政,議會資料整合系統,312
公務類,專業職能,公共工程,"工程履約爭議處理及案例解說""－""行政院公共工程委員會提供",1717
公務類,專業職能,公共工程,"水利水保工程履約管理與常見缺失預防""－""行政院公共工程委員會提供",675
公務類,專業職能,公共工程,"建築工程履約管理與常見缺失預防""－""行政院公共工程委員會提供",593
公務類,專業職能,公共工程,"排污水工程履約管理與常見缺失預防""－""行政院公共工程委員會提供",515
公務類,專業職能,公共工程,"進度管理規劃及監督實務與缺失案例解說""－""行政院公共工程委員會提供",527
公務類,專業職能,公共工程,"道路工程履約管理與常見缺失預防""－""行政院公共工程委員會提供",548
公務類,專業職能,公共工程,"興建石門水庫""－""國立公共資訊圖書館提供",710
公務類,專業職能,公共工程,"鋼構工程設計及監督實務與缺失案例解說""－""行政院公共工程委員會提供",431
公務類,專業職能,文稿寫作,"English Letter and Email Writing Guide for Civil Servants""－""行政院人事行政總處公務人力發展學院提供",650
公務類,專業職能,文稿寫作,公文處理時效管制作業,4050
公務類,專業職能,文稿寫作,公文處理概述,2841
公務類,專業職能,文稿寫作,"公文製作管理系列2""－""公文處理時效管制作業",0
公務類,專業職能,文稿寫作,"公文製作管理系列3""－""機密文書處理",1409
公務類,專業職能,文稿寫作,公文寫作研究,1406
公務類,專業職能,文稿寫作,"共通性作業""－""臺北市政府資訊局提供",87
公務類,專業職能,文稿寫作,"如何撰寫新聞稿""－""『新聞稿撰擬與新聞發佈要領』""－""行政院人事行政總處公務人力發展學院提供",666
公務類,專業職能,文稿寫作,"作業計畫""、""執行情形填報個案解析""－""新北市政府研考會提供",404
公務類,專業職能,文稿寫作,"系統管理作業""－""臺北市政府資訊局提供",29
公務類,專業職能,文稿寫作,"承辦人作業""－""臺北市政府資訊局提供",97
公務類,專業職能,文稿寫作,"施政計畫""（""含中程""、""年度計畫""）""編審作業""－""新北市政府研考會提供",433
公務類,專業職能,文稿寫作,"施政計畫管考作業架構與執行流程概述""－""新北市政府研考會提供",532
公務類,專業職能,文稿寫作,"研考人員作業""－""臺北市政府資訊局提供",75
公務類,專業職能,文稿寫作,"核稿主管作業""－""臺北市政府資訊局提供",29
公務類,專業職能,文稿寫作,"案件管理作業""－""臺北市政府資訊局提供",102
公務類,專業職能,文稿寫作,"單位主管作業""－""臺北市政府資訊局提供",29
公務類,專業職能,文稿寫作,"登記桌作業""－""臺北市政府資訊局提供",28
公務類,專業職能,文稿寫作,"補簽作業""－""臺北市政府資訊局提供",78
公務類,專業職能,文稿寫作,"電子交換軟體設定""－""臺北市政府資訊局提供",24
公務類,專業職能,文稿寫作,臺北市政府公文線上簽核系統操作,746
公務類,專業職能,文稿寫作,"認識公文""－""臺北市政府資訊處提供",775
公務類,專業職能,文稿寫作,"機關收文作業""－""臺北市政府資訊局提供",30
公務類,專業職能,文稿寫作,"機關發文作業""－""臺北市政府資訊局提供",29
公務類,專業職能,文稿寫作,"檔案管理作業""－""臺北市政府資訊局提供",175
公務類,專業職能,考選行政,"考選部監場人員回流訓練""－""考選部提供",0
公務類,專業職能,考選行政,"國家考試特色介紹""－""考選部提供",0
公務類,專業職能,兵役,全民國防,8300
公務類,專業職能,兵役,全民國防教育,14451
公務類,專業職能,兵役,"全民國防教育學堂""－""行政院人事行政總處公務人力發展學院提供",2051
公務類,專業職能,兵役,役男出境作業及相關規定,0
公務類,專業職能,兵役,替代役備役作業說明,0
公務類,專業職能,志願服務,"""[""志願服務""]""志工基礎教育訓練",6
公務類,專業職能,志願服務,"""[""志願服務""]""志工基礎教育訓練""（""106年6月版""）""",4
公務類,專業職能,志願服務,"""[""志願服務""]""志工基礎教育訓練""（""106年版""）""",20782
公務類,專業職能,志願服務,"""[""志願服務""]""志工基礎教育訓練""（""6小時版""）""",32650
公務類,專業職能,志願服務,"""[""志願服務""]""志工基礎教育訓練""（""8小時版""）""",13364
公務類,專業職能,志願服務,"""[""志願服務""]""志工基礎教育訓練""─""手語版",5242
公務類,專業職能,志願服務,"""[""環境教育""]""""【""專班""】""桃園市政府環境保護局環境清潔稽查大隊環保志工特殊教育訓練",317
公務類,專業職能,志願服務,"DOC行動近用計畫執行經驗分享""－""教育部提供",241
公務類,專業職能,志願服務,"人際關係""－""臺北市政府社會局提供",7674
公務類,專業職能,志願服務,"公民新聞的曲徑與大道""－""教育部提供",505
公務類,專業職能,志願服務,"公共圖書館數位資源服務""－""教育部提供",312
公務類,專業職能,志願服務,方案計畫書撰寫實務,954
公務類,專業職能,志願服務,"平板資安管理""－""教育部提供",614
公務類,專業職能,志願服務,"交通導護志工""（""教育類""）""志工特殊教育訓練""－""新竹縣政府提供",1963
公務類,專業職能,志願服務,志工督導方法與技巧,1030
公務類,專業職能,志願服務,"志工督導訓練系列1""－""王懷毅""－""問題分析與處理",2054
公務類,專業職能,志願服務,"志工督導訓練系列2""－""王懷毅""－""有效團隊領導與激勵",2893
公務類,專業職能,志願服務,"志工督導訓練系列3""－""溫信學""－""督導角色功能與實施方法",2024
公務類,專業職能,志願服務,"志工督導訓練系列4""－""石泱""－""督導關係和倫理議題",1906
公務類,專業職能,志願服務,"枋山小農智慧物聯網 成果分享""－""教育部提供",274
公務類,專業職能,志願服務,社區資源運用與管理,1505
公務類,專業職能,志願服務,"社會福利志工特殊訓練系列""─""社會資源與志願服務",3701
公務類,專業職能,志願服務,"社會福利志工特殊訓練系列""─""社會福利概述",3876
公務類,專業職能,志願服務,"花博志工培訓課程""－""交通組""－""臺中市政府社會局提供",824
公務類,專業職能,志願服務,"花博志工培訓課程""－""安全組""－""臺中市政府社會局提供",718
公務類,專業職能,志願服務,"花博志工培訓課程""－""花博課程通則""－""臺中市政府社會局提供",2418
公務類,專業職能,志願服務,"花博志工培訓課程""－""客服組""－""臺中市政府社會局提供",1428
公務類,專業職能,志願服務,"花博志工培訓課程""－""指引組""－""臺中市政府社會局提供",672
公務類,專業職能,志願服務,"花博志工培訓課程""－""展演組""－""臺中市政府社會局提供",650
公務類,專業職能,志願服務,"花博志工培訓課程""－""票務組""－""臺中市政府社會局提供",868
公務類,專業職能,志願服務,"花博志工培訓課程""－""衛生組""－""臺中市政府社會局提供",675
公務類,專業職能,志願服務,"花博志工培訓課程""－""導覽組""－""臺中市政府社會局提供",687
公務類,專業職能,志願服務,"花博志工培訓課程""－""環保組""－""臺中市政府社會局提供",563
公務類,專業職能,志願服務,為民服務志工櫃檯禮儀訓練班,1463
公務類,專業職能,志願服務,"原來我不是攝影師""－""教育部提供",1075
公務類,專業職能,志願服務,"從學習到職人的路上""－""教育部提供",530
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""Android應用APP Inventor""－""教育部提供",506
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""FB粉絲團經營文案術""－""教育部提供",0
